spoken,Storage,EdgeTX 2.9,OpenTX 2.3,OpenTx 2.2,OpenTX 2.1,included at v,notes
0,\0000.wav,\SYSTEM\0000.wav,\SYSTEM\0000.wav,\SYSTEM\0000.wav,\SYSTEM\0000.wav,1,
1,\0001.wav,\SYSTEM\0001.wav,\SYSTEM\0001.wav,\SYSTEM\0001.wav,\SYSTEM\0001.wav,1,
2,\0002.wav,\SYSTEM\0002.wav,\SYSTEM\0002.wav,\SYSTEM\0002.wav,\SYSTEM\0002.wav,1,
3,\0003.wav,\SYSTEM\0003.wav,\SYSTEM\0003.wav,\SYSTEM\0003.wav,\SYSTEM\0003.wav,1,
4,\0004.wav,\SYSTEM\0004.wav,\SYSTEM\0004.wav,\SYSTEM\0004.wav,\SYSTEM\0004.wav,1,
5,\0005.wav,\SYSTEM\0005.wav,\SYSTEM\0005.wav,\SYSTEM\0005.wav,\SYSTEM\0005.wav,1,
6,\0006.wav,\SYSTEM\0006.wav,\SYSTEM\0006.wav,\SYSTEM\0006.wav,\SYSTEM\0006.wav,1,
7,\0007.wav,\SYSTEM\0007.wav,\SYSTEM\0007.wav,\SYSTEM\0007.wav,\SYSTEM\0007.wav,1,
8,\0008.wav,\SYSTEM\0008.wav,\SYSTEM\0008.wav,\SYSTEM\0008.wav,\SYSTEM\0008.wav,1,
9,\0009.wav,\SYSTEM\0009.wav,\SYSTEM\0009.wav,\SYSTEM\0009.wav,\SYSTEM\0009.wav,1,
10,\0010.wav,\SYSTEM\0010.wav,\SYSTEM\0010.wav,\SYSTEM\0010.wav,\SYSTEM\0010.wav,1,
11,\0011.wav,\SYSTEM\0011.wav,\SYSTEM\0011.wav,\SYSTEM\0011.wav,\SYSTEM\0011.wav,1,
12,\0012.wav,\SYSTEM\0012.wav,\SYSTEM\0012.wav,\SYSTEM\0012.wav,\SYSTEM\0012.wav,1,
13,\0013.wav,\SYSTEM\0013.wav,\SYSTEM\0013.wav,\SYSTEM\0013.wav,\SYSTEM\0013.wav,1,
14,\0014.wav,\SYSTEM\0014.wav,\SYSTEM\0014.wav,\SYSTEM\0014.wav,\SYSTEM\0014.wav,1,
15,\0015.wav,\SYSTEM\0015.wav,\SYSTEM\0015.wav,\SYSTEM\0015.wav,\SYSTEM\0015.wav,1,
16,\0016.wav,\SYSTEM\0016.wav,\SYSTEM\0016.wav,\SYSTEM\0016.wav,\SYSTEM\0016.wav,1,
17,\0017.wav,\SYSTEM\0017.wav,\SYSTEM\0017.wav,\SYSTEM\0017.wav,\SYSTEM\0017.wav,1,
18,\0018.wav,\SYSTEM\0018.wav,\SYSTEM\0018.wav,\SYSTEM\0018.wav,\SYSTEM\0018.wav,1,
19,\0019.wav,\SYSTEM\0019.wav,\SYSTEM\0019.wav,\SYSTEM\0019.wav,\SYSTEM\0019.wav,1,
20,\0020.wav,\SYSTEM\0020.wav,\SYSTEM\0020.wav,\SYSTEM\0020.wav,\SYSTEM\0020.wav,1,
21,\0021.wav,\SYSTEM\0021.wav,\SYSTEM\0021.wav,\SYSTEM\0021.wav,\SYSTEM\0021.wav,1,
22,\0022.wav,\SYSTEM\0022.wav,\SYSTEM\0022.wav,\SYSTEM\0022.wav,\SYSTEM\0022.wav,1,
23,\0023.wav,\SYSTEM\0023.wav,\SYSTEM\0023.wav,\SYSTEM\0023.wav,\SYSTEM\0023.wav,1,
24,\0024.wav,\SYSTEM\0024.wav,\SYSTEM\0024.wav,\SYSTEM\0024.wav,\SYSTEM\0024.wav,1,
25,\0025.wav,\SYSTEM\0025.wav,\SYSTEM\0025.wav,\SYSTEM\0025.wav,\SYSTEM\0025.wav,1,
26,\0026.wav,\SYSTEM\0026.wav,\SYSTEM\0026.wav,\SYSTEM\0026.wav,\SYSTEM\0026.wav,1,
27,\0027.wav,\SYSTEM\0027.wav,\SYSTEM\0027.wav,\SYSTEM\0027.wav,\SYSTEM\0027.wav,1,
28,\0028.wav,\SYSTEM\0028.wav,\SYSTEM\0028.wav,\SYSTEM\0028.wav,\SYSTEM\0028.wav,1,
29,\0029.wav,\SYSTEM\0029.wav,\SYSTEM\0029.wav,\SYSTEM\0029.wav,\SYSTEM\0029.wav,1,
30,\0030.wav,\SYSTEM\0030.wav,\SYSTEM\0030.wav,\SYSTEM\0030.wav,\SYSTEM\0030.wav,1,
31,\0031.wav,\SYSTEM\0031.wav,\SYSTEM\0031.wav,\SYSTEM\0031.wav,\SYSTEM\0031.wav,1,
32,\0032.wav,\SYSTEM\0032.wav,\SYSTEM\0032.wav,\SYSTEM\0032.wav,\SYSTEM\0032.wav,1,
33,\0033.wav,\SYSTEM\0033.wav,\SYSTEM\0033.wav,\SYSTEM\0033.wav,\SYSTEM\0033.wav,1,
34,\0034.wav,\SYSTEM\0034.wav,\SYSTEM\0034.wav,\SYSTEM\0034.wav,\SYSTEM\0034.wav,1,
35,\0035.wav,\SYSTEM\0035.wav,\SYSTEM\0035.wav,\SYSTEM\0035.wav,\SYSTEM\0035.wav,1,
36,\0036.wav,\SYSTEM\0036.wav,\SYSTEM\0036.wav,\SYSTEM\0036.wav,\SYSTEM\0036.wav,1,
37,\0037.wav,\SYSTEM\0037.wav,\SYSTEM\0037.wav,\SYSTEM\0037.wav,\SYSTEM\0037.wav,1,
38,\0038.wav,\SYSTEM\0038.wav,\SYSTEM\0038.wav,\SYSTEM\0038.wav,\SYSTEM\0038.wav,1,
39,\0039.wav,\SYSTEM\0039.wav,\SYSTEM\0039.wav,\SYSTEM\0039.wav,\SYSTEM\0039.wav,1,
40,\0040.wav,\SYSTEM\0040.wav,\SYSTEM\0040.wav,\SYSTEM\0040.wav,\SYSTEM\0040.wav,1,
41,\0041.wav,\SYSTEM\0041.wav,\SYSTEM\0041.wav,\SYSTEM\0041.wav,\SYSTEM\0041.wav,1,
42,\0042.wav,\SYSTEM\0042.wav,\SYSTEM\0042.wav,\SYSTEM\0042.wav,\SYSTEM\0042.wav,1,
43,\0043.wav,\SYSTEM\0043.wav,\SYSTEM\0043.wav,\SYSTEM\0043.wav,\SYSTEM\0043.wav,1,
44,\0044.wav,\SYSTEM\0044.wav,\SYSTEM\0044.wav,\SYSTEM\0044.wav,\SYSTEM\0044.wav,1,
45,\0045.wav,\SYSTEM\0045.wav,\SYSTEM\0045.wav,\SYSTEM\0045.wav,\SYSTEM\0045.wav,1,
46,\0046.wav,\SYSTEM\0046.wav,\SYSTEM\0046.wav,\SYSTEM\0046.wav,\SYSTEM\0046.wav,1,
47,\0047.wav,\SYSTEM\0047.wav,\SYSTEM\0047.wav,\SYSTEM\0047.wav,\SYSTEM\0047.wav,1,
48,\0048.wav,\SYSTEM\0048.wav,\SYSTEM\0048.wav,\SYSTEM\0048.wav,\SYSTEM\0048.wav,1,
49,\0049.wav,\SYSTEM\0049.wav,\SYSTEM\0049.wav,\SYSTEM\0049.wav,\SYSTEM\0049.wav,1,
50,\0050.wav,\SYSTEM\0050.wav,\SYSTEM\0050.wav,\SYSTEM\0050.wav,\SYSTEM\0050.wav,1,
51,\0051.wav,\SYSTEM\0051.wav,\SYSTEM\0051.wav,\SYSTEM\0051.wav,\SYSTEM\0051.wav,1,
52,\0052.wav,\SYSTEM\0052.wav,\SYSTEM\0052.wav,\SYSTEM\0052.wav,\SYSTEM\0052.wav,1,
53,\0053.wav,\SYSTEM\0053.wav,\SYSTEM\0053.wav,\SYSTEM\0053.wav,\SYSTEM\0053.wav,1,
54,\0054.wav,\SYSTEM\0054.wav,\SYSTEM\0054.wav,\SYSTEM\0054.wav,\SYSTEM\0054.wav,1,
55,\0055.wav,\SYSTEM\0055.wav,\SYSTEM\0055.wav,\SYSTEM\0055.wav,\SYSTEM\0055.wav,1,
56,\0056.wav,\SYSTEM\0056.wav,\SYSTEM\0056.wav,\SYSTEM\0056.wav,\SYSTEM\0056.wav,1,
57,\0057.wav,\SYSTEM\0057.wav,\SYSTEM\0057.wav,\SYSTEM\0057.wav,\SYSTEM\0057.wav,1,
58,\0058.wav,\SYSTEM\0058.wav,\SYSTEM\0058.wav,\SYSTEM\0058.wav,\SYSTEM\0058.wav,1,
59,\0059.wav,\SYSTEM\0059.wav,\SYSTEM\0059.wav,\SYSTEM\0059.wav,\SYSTEM\0059.wav,1,
60,\0060.wav,\SYSTEM\0060.wav,\SYSTEM\0060.wav,\SYSTEM\0060.wav,\SYSTEM\0060.wav,1,
61,\0061.wav,\SYSTEM\0061.wav,\SYSTEM\0061.wav,\SYSTEM\0061.wav,\SYSTEM\0061.wav,1,
62,\0062.wav,\SYSTEM\0062.wav,\SYSTEM\0062.wav,\SYSTEM\0062.wav,\SYSTEM\0062.wav,1,
63,\0063.wav,\SYSTEM\0063.wav,\SYSTEM\0063.wav,\SYSTEM\0063.wav,\SYSTEM\0063.wav,1,
64,\0064.wav,\SYSTEM\0064.wav,\SYSTEM\0064.wav,\SYSTEM\0064.wav,\SYSTEM\0064.wav,1,
65,\0065.wav,\SYSTEM\0065.wav,\SYSTEM\0065.wav,\SYSTEM\0065.wav,\SYSTEM\0065.wav,1,
66,\0066.wav,\SYSTEM\0066.wav,\SYSTEM\0066.wav,\SYSTEM\0066.wav,\SYSTEM\0066.wav,1,
67,\0067.wav,\SYSTEM\0067.wav,\SYSTEM\0067.wav,\SYSTEM\0067.wav,\SYSTEM\0067.wav,1,
68,\0068.wav,\SYSTEM\0068.wav,\SYSTEM\0068.wav,\SYSTEM\0068.wav,\SYSTEM\0068.wav,1,
69,\0069.wav,\SYSTEM\0069.wav,\SYSTEM\0069.wav,\SYSTEM\0069.wav,\SYSTEM\0069.wav,1,
70,\0070.wav,\SYSTEM\0070.wav,\SYSTEM\0070.wav,\SYSTEM\0070.wav,\SYSTEM\0070.wav,1,
71,\0071.wav,\SYSTEM\0071.wav,\SYSTEM\0071.wav,\SYSTEM\0071.wav,\SYSTEM\0071.wav,1,
72,\0072.wav,\SYSTEM\0072.wav,\SYSTEM\0072.wav,\SYSTEM\0072.wav,\SYSTEM\0072.wav,1,
73,\0073.wav,\SYSTEM\0073.wav,\SYSTEM\0073.wav,\SYSTEM\0073.wav,\SYSTEM\0073.wav,1,
74,\0074.wav,\SYSTEM\0074.wav,\SYSTEM\0074.wav,\SYSTEM\0074.wav,\SYSTEM\0074.wav,1,
75,\0075.wav,\SYSTEM\0075.wav,\SYSTEM\0075.wav,\SYSTEM\0075.wav,\SYSTEM\0075.wav,1,
76,\0076.wav,\SYSTEM\0076.wav,\SYSTEM\0076.wav,\SYSTEM\0076.wav,\SYSTEM\0076.wav,1,
77,\0077.wav,\SYSTEM\0077.wav,\SYSTEM\0077.wav,\SYSTEM\0077.wav,\SYSTEM\0077.wav,1,
78,\0078.wav,\SYSTEM\0078.wav,\SYSTEM\0078.wav,\SYSTEM\0078.wav,\SYSTEM\0078.wav,1,
79,\0079.wav,\SYSTEM\0079.wav,\SYSTEM\0079.wav,\SYSTEM\0079.wav,\SYSTEM\0079.wav,1,
80,\0080.wav,\SYSTEM\0080.wav,\SYSTEM\0080.wav,\SYSTEM\0080.wav,\SYSTEM\0080.wav,1,
81,\0081.wav,\SYSTEM\0081.wav,\SYSTEM\0081.wav,\SYSTEM\0081.wav,\SYSTEM\0081.wav,1,
82,\0082.wav,\SYSTEM\0082.wav,\SYSTEM\0082.wav,\SYSTEM\0082.wav,\SYSTEM\0082.wav,1,
83,\0083.wav,\SYSTEM\0083.wav,\SYSTEM\0083.wav,\SYSTEM\0083.wav,\SYSTEM\0083.wav,1,
84,\0084.wav,\SYSTEM\0084.wav,\SYSTEM\0084.wav,\SYSTEM\0084.wav,\SYSTEM\0084.wav,1,
85,\0085.wav,\SYSTEM\0085.wav,\SYSTEM\0085.wav,\SYSTEM\0085.wav,\SYSTEM\0085.wav,1,
86,\0086.wav,\SYSTEM\0086.wav,\SYSTEM\0086.wav,\SYSTEM\0086.wav,\SYSTEM\0086.wav,1,
87,\0087.wav,\SYSTEM\0087.wav,\SYSTEM\0087.wav,\SYSTEM\0087.wav,\SYSTEM\0087.wav,1,
88,\0088.wav,\SYSTEM\0088.wav,\SYSTEM\0088.wav,\SYSTEM\0088.wav,\SYSTEM\0088.wav,1,
89,\0089.wav,\SYSTEM\0089.wav,\SYSTEM\0089.wav,\SYSTEM\0089.wav,\SYSTEM\0089.wav,1,
90,\0090.wav,\SYSTEM\0090.wav,\SYSTEM\0090.wav,\SYSTEM\0090.wav,\SYSTEM\0090.wav,1,
91,\0091.wav,\SYSTEM\0091.wav,\SYSTEM\0091.wav,\SYSTEM\0091.wav,\SYSTEM\0091.wav,1,
92,\0092.wav,\SYSTEM\0092.wav,\SYSTEM\0092.wav,\SYSTEM\0092.wav,\SYSTEM\0092.wav,1,
93,\0093.wav,\SYSTEM\0093.wav,\SYSTEM\0093.wav,\SYSTEM\0093.wav,\SYSTEM\0093.wav,1,
94,\0094.wav,\SYSTEM\0094.wav,\SYSTEM\0094.wav,\SYSTEM\0094.wav,\SYSTEM\0094.wav,1,
95,\0095.wav,\SYSTEM\0095.wav,\SYSTEM\0095.wav,\SYSTEM\0095.wav,\SYSTEM\0095.wav,1,
96,\0096.wav,\SYSTEM\0096.wav,\SYSTEM\0096.wav,\SYSTEM\0096.wav,\SYSTEM\0096.wav,1,
97,\0097.wav,\SYSTEM\0097.wav,\SYSTEM\0097.wav,\SYSTEM\0097.wav,\SYSTEM\0097.wav,1,
98,\0098.wav,\SYSTEM\0098.wav,\SYSTEM\0098.wav,\SYSTEM\0098.wav,\SYSTEM\0098.wav,1,
99,\0099.wav,\SYSTEM\0099.wav,\SYSTEM\0099.wav,\SYSTEM\0099.wav,\SYSTEM\0099.wav,1,
100,\0100.wav,\SYSTEM\0100.wav,\SYSTEM\0100.wav,\SYSTEM\0100.wav,\SYSTEM\0100.wav,1,
200,\0101.wav,\SYSTEM\0101.wav,\SYSTEM\0101.wav,\SYSTEM\0101.wav,\SYSTEM\0101.wav,1,
300,\0102.wav,\SYSTEM\0102.wav,\SYSTEM\0102.wav,\SYSTEM\0102.wav,\SYSTEM\0102.wav,1,
400,\0103.wav,\SYSTEM\0103.wav,\SYSTEM\0103.wav,\SYSTEM\0103.wav,\SYSTEM\0103.wav,1,
500,\0104.wav,\SYSTEM\0104.wav,\SYSTEM\0104.wav,\SYSTEM\0104.wav,\SYSTEM\0104.wav,1,
600,\0105.wav,\SYSTEM\0105.wav,\SYSTEM\0105.wav,\SYSTEM\0105.wav,\SYSTEM\0105.wav,1,
700,\0106.wav,\SYSTEM\0106.wav,\SYSTEM\0106.wav,\SYSTEM\0106.wav,\SYSTEM\0106.wav,1,
800,\0107.wav,\SYSTEM\0107.wav,\SYSTEM\0107.wav,\SYSTEM\0107.wav,\SYSTEM\0107.wav,1,
900,\0108.wav,\SYSTEM\0108.wav,\SYSTEM\0108.wav,\SYSTEM\0108.wav,\SYSTEM\0108.wav,1,
10 seconds,\10sec.wav,\10sec.wav,\10sec.wav,\10sec.wav,\10sec.wav,1.2,
20 seconds,\20sec.wav,\20sec.wav,\20sec.wav,\20sec.wav,\SYSTEM\timer20.wav,1.2,
2D mode,\2dmd.wav,\2dmd.wav,\2dmd.wav,\2dmd.wav,\2dmd.wav,1.3,
30 seconds,\30sec.wav,\30sec.wav,\30sec.wav,\30sec.wav,\SYSTEM\timer30.wav,1.2,
3D,\3d.wav,\3d.wav,\3d.wav,\3d.wav,\3d.wav,1.2,
3D mode,\3dmod.wav,\3dmod.wav,\3dmod.wav,\3dmod.wav,\3dmod.wav,1.2,
3D Throttle,\3dthr.wav,\3dthr.wav,\3dthr.wav,\3dthr.wav,\3dthr.wav,1.2,
A1 Critical,\a1crt.wav,\a1crt.wav,\a1crt.wav,\a1crt.wav,\SYSTEM\a1_red.wav,1.2,
A1 low,\a1low.wav,\a1low.wav,\a1low.wav,\a1low.wav,\SYSTEM\a1_org.wav,1.2,
A2 critical,\a2crt.wav,\a2crt.wav,\a2crt.wav,\a2crt.wav,\SYSTEM\a2_red.wav,1.2,
A2 low,\a2low.wav,\a2low.wav,\a2low.wav,\a2low.wav,\SYSTEM\a2_org.wav,1.2,
A3 critical,\a3crt.wav,\a3crt.wav,\a3crt.wav,\a3crt.wav,\SYSTEM\a3_red.wav,1.2,
A3 low,\a3low.wav,\a3low.wav,\a3low.wav,\a3low.wav,\SYSTEM\a3_org.wav,1.2,
A4 critical,\a4crt.wav,\a4crt.wav,\a4crt.wav,\a4crt.wav,\SYSTEM\a4_red.wav,1.2,
A4 low,\a4low.wav,\a4low.wav,\a4low.wav,\a4low.wav,\SYSTEM\a4_org.wav,1.2,
Accelerometer Calibration,\acccal.wav,\acccal.wav,\acccal.wav,\acccal.wav,\acccal.wav,1.3,
acro,\acr.wav,\acr.wav,\acr.wav,\acr.wav,\acr.wav,1,
Acro flight mode,\acrofm.wav,\acrofm.wav,\acrofm.wav,\acrofm.wav,\acrofm.wav,3,Also used by Yaapu Script
Acro Mode,\acromd.wav,\acrmod.wav,\acromd.wav,\acromd.wav,\acromd.wav,1,Also used by INav and Yaapu Scripts
acro mode on,\acro.wav,\acro.wav,\acro.wav,\acro.wav,\acro.wav,1,
Acro Trainer Mode,\actnmd.wav,\actnmd.wav,\actnmd.wav,\actnmd.wav,\actnmd.wav,3,
Active,\active.wav,\active.wav,\active.wav,\active.wav,\active.wav,3,Also used by Yaapu Script
Advanced mode,\advnmd.wav,\advnmd.wav,\advnmd.wav,\advnmd.wav,\advnmd.wav,1.3,
Aerobatic mode,\arbtmd.wav,\arbtmd.wav,\arbtmd.wav,\arbtmd.wav,\arbtmd.wav,1.3,
Aileron,\ail.wav,\ail.wav,\ail.wav,\ail.wav,\ail.wav,1,
air,\air.wav,\air.wav,\air.wav,\air.wav,\air.wav,1.2,
air mode,\airmod.wav,\airmod.wav,\airmod.wav,\airmod.wav,\airmod.wav,1.2,
air mode off,\airmof.wav,\airmof.wav,\airmof.wav,\airmof.wav,\airmof.wav,1,
air mode on,\airmon.wav,\airmon.wav,\airmon.wav,\airmon.wav,\airmon.wav,1,
All systems clear. ready for takeoff,\allclr.wav,\allclr.wav,\allclr.wav,\allclr.wav,\allclr.wav,1.4,
Altitude,\alt.wav,\alt.wav,\alt.wav,\alt.wav,\alt.wav,1,Also used by Yaapu Script
Altitude control mode,\altctl.wav,\altctl.wav,\altctl.wav,\altctl.wav,\altctl.wav,3,Also used by Yaapu Script
Altitude Hold,\althld.wav,\althld.wav,\althld.wav,\althld.wav,\althld.wav,1.3,
Altitude Hold Active,\althon.wav,\althon.wav,\althon.wav,\althon.wav,\althon.wav,3,
Altitude hold flight mode,\althold.wav,\althold.wav,\althold.wav,\althold.wav,\althold.wav,3,Also used by Yaapu Script
Altitude Hold Off,\althof.wav,\althof.wav,\althof.wav,\althof.wav,\althof.wav,3,
amp,\amp0.wav,\SYSTEM\amp0.wav,\SYSTEM\amp0.wav,\SYSTEM\amp0.wav,\SYSTEM\0117.wav,1,
