spoken,Storage,EdgeTX 2.9,OpenTX 2.3,OpenTx 2.2,OpenTX 2.1,included at v,notes
no terrain data,\terrko.wav,\terrko.wav,\terrko.wav,\terrko.wav,\terrko.wav,3,Also used by Yaapu Script
normal,\nrm.wav,\normal.wav,\nrm.wav,\nrm.wav,\nrm.wav,1.2,Also used by INav script
normal mode,\nrmmd.wav,\normod.wav,\nrmmd.wav,\nrmmd.wav,\nrmmd.wav,1.2,
normal mode on,\nrmmod.wav,\nrmmod.wav,\nrmmod.wav,\nrmmod.wav,\nrmmod.wav,1,
Off,\off.wav,\off.wav,\off.wav,\off.wav,\off.wav,1.4,Also used by INav script
Offboard mode,\offbrd.wav,\offbrd.wav,\offbrd.wav,\offbrd.wav,\offbrd.wav,3,Also used by Yaapu Script
On,\on.wav,\on.wav,\on.wav,\on.wav,\on.wav,1.4,Also used by INav script
one cell,\1cell.wav,\1cell.wav,\1cell.wav,\1cell.wav,\1cell.wav,1,
One Thousand,\1000.wav,\1000.wav,\1000.wav,\1000.wav,\1000.wav,1.2,
one thousand eight hundred,\1800.wav,\1800.wav,\1800.wav,\1800.wav,\1800.wav,1.2,
one thousand five hundred,\1500.wav,\1500.wav,\1500.wav,\1500.wav,\1500.wav,1.2,
one thousand four hundred,\1400.wav,\1400.wav,\1400.wav,\1400.wav,\1400.wav,1.2,
one thousand nine hundred,\1900.wav,\1900.wav,\1900.wav,\1900.wav,\1900.wav,1.2,
one thousand one hundred,\1100.wav,\1100.wav,\1100.wav,\1100.wav,\1100.wav,1.2,
one thousand seven hundred,\1700.wav,\1700.wav,\1700.wav,\1700.wav,\1700.wav,1.2,
one thousand six hundred,\1600.wav,\1600.wav,\1600.wav,\1600.wav,\1600.wav,1.2,
one thousand three hundred,\1300.wav,\1300.wav,\1300.wav,\1300.wav,\1300.wav,1.2,
one thousand two hundred,\1200.wav,\1200.wav,\1200.wav,\1200.wav,\1200.wav,1.2,
Ooh... do touch me there !,\dotch.wav,\dotch.wav,\dotch.wav,\dotch.wav,\dotch.wav,1.4,
OSD,\osd.wav,\osd.wav,\osd.wav,\osd.wav,\osd.wav,3,
Osd off,\osdoff.wav,\osdoff.wav,\osdoff.wav,\osdoff.wav,\osdoff.wav,1.4,
Osd on,\osdon.wav,\osdon.wav,\osdon.wav,\osdon.wav,\osdon.wav,1.4,
OSD Profile,\osdprf.wav,\osdprf.wav,\osdprf.wav,\osdprf.wav,\osdprf.wav,3,
OSD Profile 1,\osd1.wav,\osd1.wav,\osd1.wav,\osd1.wav,\osd1.wav,3,
OSD Profile 2,\osd2.wav,\osd2.wav,\osd2.wav,\osd2.wav,\osd2.wav,3,
OSD Profile 3,\osd3.wav,\osd3.wav,\osd3.wav,\osd3.wav,\osd3.wav,3,
Ouch!,\ouch.wav,\ouch.wav,\ouch.wav,\ouch.wav,\ouch.wav,1.2,
Ouch! That looks expensive,\oexp.wav,\oexp.wav,\oexp.wav,\oexp.wav,\oexp.wav,1.2,
P,\p.wav,\p.wav,\p.wav,\p.wav,\p.wav,3,Also used by Betaflight Script
Panic mode,\pncmd.wav,\pncmd.wav,\pncmd.wav,\pncmd.wav,\pncmd.wav,1.3,
Panic Recovery,\pncrcv.wav,\pncrcv.wav,\pncrcv.wav,\pncrcv.wav,\pncrcv.wav,1.4,
Parachute: Released,\pararl.wav,\pararl.wav,\pararl.wav,\pararl.wav,\pararl.wav,3,Also used by Yaapu Script
Passed waypoint:,\psdway.wav,\psdway.wav,\psdway.wav,\psdway.wav,\psdway.wav,3,Also used by Yaapu Script
passthrough mode,\psthmd.wav,\psthmd.wav,\psthmd.wav,\psthmd.wav,\psthmd.wav,1.3,
Pattern,\pattrn.wav,\pattrn.wav,\pattrn.wav,\pattrn.wav,\pattrn.wav,3,
percent,\percent0.wav,\SYSTEM\percent0.wav,\SYSTEM\percent0.wav,\SYSTEM\percent0.wav,\SYSTEM\0139.wav,1,
percent,\percent1.wav,\SYSTEM\percent1.wav,\SYSTEM\percent1.wav,\SYSTEM\percent1.wav,\SYSTEM\0140.wav,1,
Photo taken,\phttkn.wav,\phttkn.wav,\phttkn.wav,\phttkn.wav,\phttkn.wav,1.3,
Pit Mode,\pitmod.wav,\pitmod.wav,\pitmod.wav,\pitmod.wav,\pitmod.wav,3,
point,\0112.wav,\SYSTEM\0112.wav,\SYSTEM\0112.wav,\SYSTEM\0112.wav,\SYSTEM\0112.wav,1,
point eight,\0175.wav,\SYSTEM\0175.wav,\SYSTEM\0175.wav,\SYSTEM\0175.wav,\SYSTEM\0173.wav,1,
point five,\0172.wav,\SYSTEM\0172.wav,\SYSTEM\0172.wav,\SYSTEM\0172.wav,\SYSTEM\0170.wav,1,
point four,\0171.wav,\SYSTEM\0171.wav,\SYSTEM\0171.wav,\SYSTEM\0171.wav,\SYSTEM\0169.wav,1,
point nine,\0176.wav,\SYSTEM\0176.wav,\SYSTEM\0176.wav,\SYSTEM\0176.wav,\SYSTEM\0174.wav,1,
point one,\0168.wav,\SYSTEM\0168.wav,\SYSTEM\0168.wav,\SYSTEM\0168.wav,\SYSTEM\0166.wav,1,
point seven,\0174.wav,\SYSTEM\0174.wav,\SYSTEM\0174.wav,\SYSTEM\0174.wav,\SYSTEM\0172.wav,1,
point six,\0173.wav,\SYSTEM\0173.wav,\SYSTEM\0173.wav,\SYSTEM\0173.wav,\SYSTEM\0171.wav,1,
point three,\0170.wav,\SYSTEM\0170.wav,\SYSTEM\0170.wav,\SYSTEM\0170.wav,\SYSTEM\0168.wav,1,
point two,\0169.wav,\SYSTEM\0169.wav,\SYSTEM\0169.wav,\SYSTEM\0169.wav,\SYSTEM\0167.wav,1,
point zero,\0167.wav,\SYSTEM\0167.wav,\SYSTEM\0167.wav,\SYSTEM\0167.wav,\SYSTEM\0165.wav,1,
Position control mode,\posctl.wav,\posctl.wav,\posctl.wav,\posctl.wav,\posctl.wav,3,Also used by Yaapu Script
Position Hold,\poshld.wav,\poshld.wav,\poshld.wav,\poshld.wav,\poshld.wav,3,Also used by INav script
Position Hold Active,\poshon.wav,\poshon.wav,\poshon.wav,\poshon.wav,\poshon.wav,3,
Position hold flight mode,\phfm.wav,\phfm.wav,\phfm.wav,\phfm.wav,\phfm.wav,3,Also used by Yaapu Script
Position Hold Off,\poshof.wav,\poshof.wav,\poshof.wav,\poshof.wav,\poshof.wav,3,
positive,\pos.wav,\pos.wav,\pos.wav,\pos.wav,\pos.wav,1.2,
positive throttle,\posthr.wav,\posthr.wav,\posthr.wav,\posthr.wav,\posthr.wav,1.2,
power overload,\rxko.wav,\SYSTEM\rxko.wav,\SYSTEM\rxko.wav,\SYSTEM\rxko.wav,\rxko.wav,1,
Pre-arm active,\prarma.wav,\preact.wav,\prarma.wav,\prarma.wav,\prarma.wav,1.4,
PreArming: Need 3D Fix,\pr3d.wav,\pr3d.wav,\pr3d.wav,\pr3d.wav,\pr3d.wav,3,Also used by Yaapu Script
Precision,\prcs.wav,\prcs.wav,\prcs.wav,\prcs.wav,\prcs.wav,1.4,
Precision landing mode,\prland.wav,\prland.wav,\prland.wav,\prland.wav,\prland.wav,3,Also used by Yaapu Script
Precision mode,\prcsmd.wav,\prcsmd.wav,\prcsmd.wav,\prcsmd.wav,\prcsmd.wav,1.4,
Profile 1,\pr1.wav,\pr1.wav,\pr1.wav,\pr1.wav,\pr1.wav,1.3,
Profile 2,\pr2.wav,\pr2.wav,\pr2.wav,\pr2.wav,\pr2.wav,1.3,
Profile 3,\pr3.wav,\pr3.wav,\pr3.wav,\pr3.wav,\pr3.wav,1.3,
Profile Extra,\prxtra.wav,\prxtra.wav,\prxtra.wav,\prxtra.wav,\prxtra.wav,1,
Profile Vulcan,\prvlcn.wav,\prvlcn.wav,\prvlcn.wav,\prvlcn.wav,\prvlcn.wav,1,
Q acro flight mode,\qacro.wav,\qacro.wav,\qacro.wav,\qacro.wav,\qacro.wav,3,Also used by Yaapu Script
Q autotune flight mode,\qatnfm.wav,\qatnfm.wav,\qatnfm.wav,\qatnfm.wav,\qatnfm.wav,3,Also used by Yaapu Script
Q hover flight mode,\qhvrmd.wav,\qhvrmd.wav,\qhvrmd.wav,\qhvrmd.wav,\qhvrmd.wav,3,Also used by Yaapu Script
Q land flight mode,\qland.wav,\qland.wav,\qland.wav,\qland.wav,\qland.wav,3,Also used by Yaapu Script
Q loiter flight mode,\qloitr.wav,\qloitr.wav,\qloitr.wav,\qloitr.wav,\qloitr.wav,3,Also used by Yaapu Script
Q return to home flight mode,\qrtl.wav,\qrtl.wav,\qrtl.wav,\qrtl.wav,\qrtl.wav,3,Also used by Yaapu Script
Q stabilise flight mode,\qstab.wav,\qstab.wav,\qstab.wav,\qstab.wav,\qstab.wav,3,Also used by Yaapu Script
Quadcopter,\qdcptr.wav,\qdcptr.wav,\qdcptr.wav,\qdcptr.wav,\qdcptr.wav,1.4,
r p m,\rpm0.wav,\SYSTEM\rpm0.wav,\SYSTEM\rpm0.wav,\SYSTEM\rpm0.wav,\SYSTEM\0147.wav,1,
r p m,\rpm1.wav,\SYSTEM\rpm1.wav,\SYSTEM\rpm1.wav,\SYSTEM\rpm1.wav,\SYSTEM\0148.wav,1,
Racing Quad,\raceqd.wav,\raceqd.wav,\raceqd.wav,\raceqd.wav,\raceqd.wav,1.4,
radian,\rad0.wav,\SYSTEM\rad0.wav,\SYSTEM\rad0.wav,\SYSTEM\rad0.wav,\rad0.wav,1,
radians,\rad1.wav,\SYSTEM\rad1.wav,\SYSTEM\rad1.wav,\SYSTEM\rad1.wav,\rad1.wav,1,
radio antenna defective,\swr_red.wav,\SYSTEM\swr_red.wav,\SYSTEM\swr_red.wav,\SYSTEM\swr_red.wav,\SYSTEM\swr_red.wav,1,
Range,\range.wav,\range.wav,\range.wav,\range.wav,\range.wav,1,
rate attitude mode,\rattmd.wav,\rattmd.wav,\rattmd.wav,\rattmd.wav,\rattmd.wav,3,Also used by Yaapu Script
Rate Mode,\ratmod.wav,\ratmod.wav,\ratmod.wav,\ratmod.wav,\ratmod.wav,3,
Rate Profile 1,\rtpr1.wav,\rates1.wav,\rtpr1.wav,\rtpr1.wav,\rtpr1.wav,1.3,
Rate Profile 2,\rtpr2.wav,\rates2.wav,\rtpr2.wav,\rtpr2.wav,\rtpr2.wav,1.3,
Rate Profile 3,\rtpr3.wav,\rates3.wav,\rtpr3.wav,\rtpr3.wav,\rtpr3.wav,1.3,
Rate Profile 4,\rtpr4.wav,\rates4.wav,\rtpr4.wav,\rtpr4.wav,\rtpr4.wav,3,
Rate Profile 5,\rtpr5.wav,\rates5.wav,\rtpr5.wav,\rtpr5.wav,\rtpr5.wav,3,
Rate Profile 6,\rtpr6.wav,\rates6.wav,\rtpr6.wav,\rtpr6.wav,\rtpr6.wav,3,
rates,\rts.wav,\rts.wav,\rts.wav,\rts.wav,\rts.wav,1,
reached command:,\rchcmd.wav,\rchcmd.wav,\rchcmd.wav,\rchcmd.wav,\rchcmd.wav,3,Also used by Yaapu Script
reached waypoint:,\rchway.wav,\rchway.wav,\rchway.wav,\rchway.wav,\rchway.wav,3,Also used by Yaapu Script
ready,\ready.wav,\ready.wav,\ready.wav,\ready.wav,\ready.wav,3,Also used by Yaapu Script
Ready to Fly,\rtf.wav,\rtf.wav,\rtf.wav,\rtf.wav,\rtf.wav,3,Also used by INav script
Rear,\rear.wav,\rear.wav,\rear.wav,\rear.wav,\rear.wav,2,
Rear Difflock,\rdfk.wav,\rdfk.wav,\rdfk.wav,\rdfk.wav,\rdfk.wav,1.5,
Rear Difflock off,\rdfkof.wav,\rdfkof.wav,\rdfkof.wav,\rdfkof.wav,\rdfkof.wav,1.5,
Rear Difflock on,\rdfkon.wav,\rdfkon.wav,\rdfkon.wav,\rdfkon.wav,\rdfkon.wav,1.5,
Rear Wheel Steering,\rwst.wav,\rwst.wav,\rwst.wav,\rwst.wav,\rwst.wav,2,
Receiver still connected,\modelpwr.wav,\SYSTEM\modelpwr.wav,\SYSTEM\modelpwr.wav,\SYSTEM\modelpwr.wav,\modelpwr.wav,1.4,
Recording Start,\recsrt.wav,\recsrt.wav,\recsrt.wav,\recsrt.wav,\recsrt.wav,3,
Recording Stop,\recstp.wav,\recstp.wav,\recstp.wav,\recstp.wav,\recstp.wav,3,
Rescue Mode Active,\rscmon.wav,\rscmon.wav,\rscmon.wav,\rscmon.wav,\rscmon.wav,3,
Rescue Mode Off,\rscmof.wav,\rscmof.wav,\rscmof.wav,\rscmof.wav,\rscmof.wav,3,
Reset,\reset.wav,\reset.wav,\reset.wav,\reset.wav,\reset.wav,1.3,
Return to home,\rth.wav,\rth.wav,\rth.wav,\rth.wav,\rth.wav,1,Also used by Yaapu Script
return to home armed,\rtharm.wav,\rtharm.wav,\rtharm.wav,\rtharm.wav,\rtharm.wav,1,
Return to home mode,\rthmd.wav,\rthmd.wav,\rthmd.wav,\rthmd.wav,\rthmd.wav,3,Also used by Yaapu Script
Return To Home Started,\rthstr.wav,\rthstr.wav,\rthstr.wav,\rthstr.wav,\rthstr.wav,3,
Return to Home Stop,\rthstp.wav,\rthstp.wav,\rthstp.wav,\rthstp.wav,\rthstp.wav,3,
Return to Launch,\rtl.wav,\rtl.wav,\rtl.wav,\rtl.wav,\rtl.wav,3,Also used by INav script
Reverse,\revrs.wav,\revrs.wav,\revrs.wav,\revrs.wav,\revrs.wav,2,
RF Mode,\rfmode.wav,\rfmode.wav,\rfmode.wav,\rfmode.wav,\rfmode.wav,3,
rf. signal critical,\sigcrt.wav,\sigcrt.wav,\sigcrt.wav,\sigcrt.wav,\sigcrt.wav,1,
rf. signal low,\siglow.wav,\siglow.wav,\siglow.wav,\siglow.wav,\siglow.wav,1,
Right,\right.wav,\right.wav,\right.wav,\right.wav,\right.wav,1.3,
Roads... Where we are going... We don't need roads,\roads.wav,\roads.wav,\roads.wav,\roads.wav,\roads.wav,1.4,
RSSI critical,\rssi_red.wav,\SYSTEM\rssi_red.wav,\SYSTEM\rssi_red.wav,\SYSTEM\rssi_red.wav,\SYSTEM\rssi_red.wav,1,
RSSI Low,\rssi_org.wav,\SYSTEM\rssi_org.wav,\SYSTEM\rssi_org.wav,\SYSTEM\rssi_org.wav,\SYSTEM\rssi_org.wav,1,
RTH,\rths.wav,\rths.wav,\rths.wav,\rths.wav,\rths.wav,1.3,
Rudder,\rud.wav,\rud.wav,\rud.wav,\rud.wav,\rud.wav,1,
RX battery critical,\rxbcri.wav,\rxbcri.wav,\rxbcri.wav,\rxbcri.wav,\rxbcri.wav,1.3,
RX battery low,\rxblow.wav,\rxblow.wav,\rxblow.wav,\rxblow.wav,\rxblow.wav,1.3,
Safe mode,\sfmd.wav,\sfmd.wav,\sfmd.wav,\sfmd.wav,\sfmd.wav,1.3,
Safe mode off,\sfmdof.wav,\sfmdof.wav,\sfmdof.wav,\sfmdof.wav,\sfmdof.wav,1.3,
Safe mode on,\sfmdon.wav,\sfmdon.wav,\sfmdon.wav,\sfmdon.wav,\sfmdon.wav,1.3,
Safe Off,\safeof.wav,\safeof.wav,\safeof.wav,\safeof.wav,\safeof.wav,3,
Safe On,\safeon.wav,\safeon.wav,\safeon.wav,\safeon.wav,\safeon.wav,3,
Safety Lights are for dudes!,\dudes.wav,\dudes.wav,\dudes.wav,\dudes.wav,\dudes.wav,3,
Safety Off,\sftyof.wav,\sftyof.wav,\sftyof.wav,\sftyof.wav,\sftyof.wav,3,
Safety On,\sftyon.wav,\sftyon.wav,\sftyon.wav,\sftyon.wav,\sftyon.wav,3,
second,\second0.wav,\SYSTEM\second0.wav,\SYSTEM\second0.wav,\SYSTEM\second0.wav,\SYSTEM\0161.wav,1,
seconds,\second1.wav,\SYSTEM\second1.wav,\SYSTEM\second1.wav,\SYSTEM\second1.wav,\SYSTEM\0162.wav,1,
Self-level,\slflvl.wav,\slflvl.wav,\slflvl.wav,\slflvl.wav,\slflvl.wav,1.3,
sensor lost,\sensorko.wav,\SYSTEM\sensorko.wav,\SYSTEM\sensorko.wav,\SYSTEM\sensorko.wav,\snsrko.wav,1,
Servo auto trim,\srvatr.wav,\srvatr.wav,\srvatr.wav,\srvatr.wav,\srvatr.wav,1.5,
servo overload,\servoko.wav,\SYSTEM\servoko.wav,\SYSTEM\servoko.wav,\SYSTEM\servoko.wav,\srvoko.wav,1,
simple mode,\smplmd.wav,\smplmd.wav,\smplmd.wav,\smplmd.wav,\smplmd.wav,3,Also used by Yaapu Script
simple mode disabled,\smplds.wav,\smplds.wav,\smplds.wav,\smplds.wav,\smplds.wav,3,Also used by Yaapu Script
simple mode enabled,\smplen.wav,\smplen.wav,\smplen.wav,\smplen.wav,\smplen.wav,3,Also used by Yaapu Script
six cell,\6cell.wav,\6cell.wav,\6cell.wav,\6cell.wav,\6cell.wav,1,
Smart return to home flight mode,\srthfm.wav,\srthfm.wav,\srthfm.wav,\srthfm.wav,\srthfm.wav,3,Also used by Yaapu Script
Smart return to home mode,\srthm.wav,\srthm.wav,\srthm.wav,\srthm.wav,\srthm.wav,3,Also used by Yaapu Script
Smart RTL deactivated,\srtlof.wav,\srtlof.wav,\srtlof.wav,\srtlof.wav,\srtlof.wav,3,Also used by Yaapu Script
Smart RTL Unavailable,\srtlun.wav,\srtlun.wav,\srtlun.wav,\srtlun.wav,\srtlun.wav,3,Also used by Yaapu Script
smoke off,\smkoff.wav,\smkoff.wav,\smkoff.wav,\smkoff.wav,\smkoff.wav,1.1,
smoke on,\smkon.wav,\smkon.wav,\smkon.wav,\smkon.wav,\smkon.wav,1.1,
Snap-flap,\spfp.wav,\spfp.wav,\spfp.wav,\spfp.wav,\spfp.wav,1.4,
Snap-flap off,\spfpof.wav,\spfpof.wav,\spfpof.wav,\spfpof.wav,\spfpof.wav,1.4,
Snap-flap on,\spfpon.wav,\spfpon.wav,\spfpon.wav,\spfpon.wav,\spfpon.wav,1.4,
Soaring: Disabled.,\soards.wav,\soards.wav,\soards.wav,\soards.wav,\soards.wav,3,Also used by Yaapu Script
Soaring: Drifted too far,\soardr.wav,\soardr.wav,\soardr.wav,\soardr.wav,\soardr.wav,3,Also used by Yaapu Script
Soaring: Enabled.,\soaren.wav,\soaren.wav,\soaren.wav,\soaren.wav,\soaren.wav,3,Also used by Yaapu Script
Soaring: Exit via RC switch,\soarex.wav,\soarex.wav,\soarex.wav,\soarex.wav,\soarex.wav,3,Also used by Yaapu Script
Soaring: not climbing,\soarnc.wav,\soarnc.wav,\soarnc.wav,\soarnc.wav,\soarnc.wav,3,Also used by Yaapu Script
Soaring: Outside max radius,\soarmr.wav,\soarmr.wav,\soarmr.wav,\soarmr.wav,\soarmr.wav,3,Also used by Yaapu Script
Soaring: reached lower altitude,\soarlo.wav,\soarlo.wav,\soarlo.wav,\soarlo.wav,\soarlo.wav,3,Also used by Yaapu Script
Soaring: reached upper altitude,\soarhi.wav,\soarhi.wav,\soarhi.wav,\soarhi.wav,\soarhi.wav,3,Also used by Yaapu Script
Soaring: Thermal ended,\soarte.wav,\soarte.wav,\soarte.wav,\soarte.wav,\soarte.wav,3,Also used by Yaapu Script
Soaring: thermal weak,\soartw.wav,\soartw.wav,\soartw.wav,\soartw.wav,\soartw.wav,3,Also used by Yaapu Script
Soaring: Too high,\soarth.wav,\soarth.wav,\soarth.wav,\soarth.wav,\soarth.wav,3,Also used by Yaapu Script
Soaring: Too low,\soartl.wav,\soartl.wav,\soartl.wav,\soartl.wav,\soartl.wav,3,Also used by Yaapu Script
Speed,\spd.wav,\spd.wav,\spd.wav,\spd.wav,\spd.wav,1,
Spirit of St Louis,\spslou.wav,\spslou.wav,\spslou.wav,\spslou.wav,\spslou.wav,1.4,
Spitfire,\spit.wav,\spit.wav,\spit.wav,\spit.wav,\spit.wav,1.4,
spoiler down,\splrdn.wav,\splrdn.wav,\splrdn.wav,\splrdn.wav,\splrdn.wav,1,
spoiler up,\splrup.wav,\splrup.wav,\splrup.wav,\splrup.wav,\splrup.wav,1,
spoilerons active,\splnac.wav,\splnac.wav,\splnac.wav,\splnac.wav,\splnac.wav,1.2,
spoilerons disabled,\splndi.wav,\splndi.wav,\splndi.wav,\splndi.wav,\splndi.wav,1.2,
sport,\sprt.wav,\sport.wav,\sprt.wav,\sprt.wav,\sprt.wav,1,
Sport flight mode,\sprtfm.wav,\sprtfm.wav,\sprtfm.wav,\sprtfm.wav,\sprtfm.wav,3,Also used by Yaapu Script
sport mode,\sprtmd.wav,\sprtmd.wav,\sprtmd.wav,\sprtmd.wav,\sprtmd.wav,1,
Stabalize Mode,\stabmo.wav,\stabmo.wav,\stabmo.wav,\stabmo.wav,\stabmo.wav,3,
Stabalizer Mode,\stabmd.wav,\stabmd.wav,\stabmd.wav,\stabmd.wav,\stabmd.wav,3,Also used by SXR script
Stabalizer Off,\stabof.wav,\stabof.wav,\stabof.wav,\stabof.wav,\stabof.wav,3,Also used by SXR script
Stabalizer On,\stabon.wav,\stabon.wav,\stabon.wav,\stabon.wav,\stabon.wav,3,Also used by SXR script
Stabilise flight mode,\stabfm.wav,\stabfm.wav,\stabfm.wav,\stabfm.wav,\stabfm.wav,3,Also used by Yaapu Script
Stability mode,\stbtmd.wav,\stbtmd.wav,\stbtmd.wav,\stbtmd.wav,\stbtmd.wav,1.3,
Stabilization off,\stboff.wav,\stboff.wav,\stboff.wav,\stboff.wav,\stboff.wav,1.3,
Stabilization on,\stbon.wav,\stbon.wav,\stbon.wav,\stbon.wav,\stbon.wav,1.3,
Stable Mode,\stbmod.wav,\stbmod.wav,\stbmod.wav,\stbmod.wav,\stbmod.wav,3,
Stagility,\stgt.wav,\stgt.wav,\stgt.wav,\stgt.wav,\stgt.wav,1.4,
Stagility mode,\stgtmd.wav,\stgtmd.wav,\stgtmd.wav,\stgtmd.wav,\stgtmd.wav,1.3,
Start,\start.wav,\start.wav,\start.wav,\start.wav,\start.wav,3,
Start Recording,\strtrc.wav,\strtrc.wav,\strtrc.wav,\strtrc.wav,\strtrc.wav,3,
Stealth mode,\stlmod.wav,\stlmod.wav,\stlmod.wav,\stlmod.wav,\stlmod.wav,1.3,
Steering mode,\strmd.wav,\strmd.wav,\strmd.wav,\strmd.wav,\strmd.wav,3,Also used by Yaapu Script
Stick Commands Disabled,\scmdof.wav,\scmdof.wav,\scmdof.wav,\scmdof.wav,\scmdof.wav,3,
Stick Commands Enabled,\scmdon.wav,\scmdon.wav,\scmdon.wav,\scmdon.wav,\scmdon.wav,3,
Stop Recording,\stoprc.wav,\stoprc.wav,\stoprc.wav,\stoprc.wav,\stoprc.wav,3,
Stuka,\stuka.wav,\stuka.wav,\stuka.wav,\stuka.wav,\stuka.wav,1,
Sukhoi SU-29,\su29.wav,\su29.wav,\su29.wav,\su29.wav,\su29.wav,1,
super simple mode disabled,\ssmdds.wav,\ssmdds.wav,\ssmdds.wav,\ssmdds.wav,\ssmdds.wav,3,Also used by Yaapu Script
super simple mode enabled,\ssmden.wav,\ssmden.wav,\ssmden.wav,\ssmden.wav,\ssmden.wav,3,Also used by Yaapu Script
switch warning,\swalert.wav,\SYSTEM\swalert.wav,\SYSTEM\swalert.wav,\SYSTEM\swalert.wav,\SYSTEM\swalert.wav,1,
System I D flight mode,\sidfm.wav,\sidfm.wav,\sidfm.wav,\sidfm.wav,\sidfm.wav,3,Also used by Yaapu Script
Tailerons,\tlron.wav,\tlron.wav,\tlron.wav,\tlron.wav,\tlron.wav,1,
Take Off,\takeof.wav,\takeof.wav,\takeof.wav,\takeof.wav,\takeof.wav,3,
Takeoff complete,\tkofcp.wav,\tkofcp.wav,\tkofcp.wav,\tkofcp.wav,\tkofcp.wav,3,Also used by Yaapu Script
takeoff flight mode,\tkoffm.wav,\tkoffm.wav,\tkoffm.wav,\tkoffm.wav,\tkoffm.wav,3,Also used by Yaapu Script
Telemetry,\telem.wav,\telem.wav,\telem.wav,\telem.wav,\telem.wav,3,
Telemetry Logging Off,\tlogof.wav,\tlogof.wav,\tlogof.wav,\tlogof.wav,\tlogof.wav,3,
Telemetry Logging On,\tlogon.wav,\tlogon.wav,\tlogon.wav,\tlogon.wav,\tlogon.wav,3,
telemetry lost,\telemko.wav,\SYSTEM\telemko.wav,\SYSTEM\telemko.wav,\SYSTEM\telemko.wav,\SYSTEM\telemko.wav,1,
telemetry recovered,\telemok.wav,\SYSTEM\telemok.wav,\SYSTEM\telemok.wav,\SYSTEM\telemok.wav,\SYSTEM\telemok.wav,1,
Thermal flight mode,\thrmfm.wav,\thrmfm.wav,\thrmfm.wav,\thrmfm.wav,\thrmfm.wav,3,Also used by Yaapu Script
thermal mode on,\thmmod.wav,\thmmod.wav,\thmmod.wav,\thmmod.wav,\thmmod.wav,1,
thousand,\0109.wav,\SYSTEM\0109.wav,\SYSTEM\0109.wav,\SYSTEM\0109.wav,\SYSTEM\0109.wav,1,
three cell,\3cell.wav,\3cell.wav,\3cell.wav,\3cell.wav,\3cell.wav,1,
Throttle Active,\thract.wav,\thract.wav,\thract.wav,\thract.wav,\thract.wav,1,
Throttle Curve 1,\thrc1.wav,\thrc1.wav,\thrc1.wav,\thrc1.wav,\thrc1.wav,1,
Throttle Curve 2,\thrc2.wav,\thrc2.wav,\thrc2.wav,\thrc2.wav,\thrc2.wav,1,
Throttle Curve 3,\thrc3.wav,\thrc3.wav,\thrc3.wav,\thrc3.wav,\thrc3.wav,1,
Throttle Cut Active,\thrcac.wav,\thrcut.wav,\thrcac.wav,\thrcac.wav,\thrcac.wav,1,
Throttle Cut Disabled,\thrcdi.wav,\thrcdi.wav,\thrcdi.wav,\thrcdi.wav,\thrcdi.wav,1,
Throttle Disabled,\thrdis.wav,\thrdis.wav,\thrdis.wav,\thrdis.wav,\thrdis.wav,1, Update 1.5
Throttle Hold,\thrhld.wav,\thrhld.wav,\thrhld.wav,\thrhld.wav,\thrhld.wav,1,
Throttle Hold Active,\thrhac.wav,\thrhac.wav,\thrhac.wav,\thrhac.wav,\thrhac.wav,1,
Throttle Hold Disabled,\thrhdi.wav,\thrhdi.wav,\thrhdi.wav,\thrhdi.wav,\thrhdi.wav,1,
Throttle Idle,\thridl.wav,\thridl.wav,\thridl.wav,\thridl.wav,\thridl.wav,3,
Throttle Release,\thrrel.wav,\thrrel.wav,\thrrel.wav,\thrrel.wav,\thrrel.wav,3,
throttle warning,\thralert.wav,\SYSTEM\thralert.wav,\SYSTEM\thralert.wav,\SYSTEM\thralert.wav,\SYSTEM\thralert.wav,1,
Throw flight mode,\throw.wav,\throw.wav,\throw.wav,\throw.wav,\throw.wav,3,Also used by Yaapu Script
Thrust vector off,\thvcof.wav,\thvcof.wav,\thvcof.wav,\thvcof.wav,\thvcof.wav,1,
Thrust vector on,\thvcon.wav,\thvcon.wav,\thvcon.wav,\thvcon.wav,\thvcon.wav,1,
time is up,\timsup.wav,\timsup.wav,\timsup.wav,\timsup.wav,\timsup.wav,1.1,
time to land,\timlnd.wav,\timlnd.wav,\timlnd.wav,\timlnd.wav,\timlnd.wav,1.1,
timer 1 elapsed,\timovr1.wav,\SYSTEM\timovr1.wav,\SYSTEM\timovr1.wav,\SYSTEM\timovr1.wav,\tmovr1.wav,1,
Timer 1 off,\tmr1of.wav,\tmr1of.wav,\tmr1of.wav,\tmr1of.wav,\tmr1of.wav,1,
Timer 1 on,\tmr1on.wav,\tmr1on.wav,\tmr1on.wav,\tmr1on.wav,\tmr1on.wav,1,
Timer 1 Reset,\timrs1.wav,\timrs1.wav,\timrs1.wav,\timrs1.wav,\timrs1.wav,3,
timer 2 elapsed,\timovr2.wav,\SYSTEM\timovr2.wav,\SYSTEM\timovr2.wav,\SYSTEM\timovr2.wav,\tmovr2.wav,1,
Timer 2 off,\tmr2of.wav,\tmr2of.wav,\tmr2of.wav,\tmr2of.wav,\tmr2of.wav,1,
